time,x_pos,y_pos,speed,speed_x,speed_y,acceleration,acceleration_x,acceleration_y,angle,acc_diff,gyroscope_z
1,305.75152815130656,218.36128697934782,0.0,0.0,0.0,0.0,0.0,0.0,0.5903001066239146,0.0,0
2,305.79554927217725,220.95968897277297,2.5979631719707816,2.5976440599459063,0.04071830969274462,2.5979631719707816,2.5976440599459063,0.04071830969274462,0.8980430691635708,2.5979631719707816,0.00537112794615857
3,305.9247159680121,226.1175025925314,5.157840069748188,5.156203683328841,0.12991443771223046,2.5598768977774062,2.5590647462306197,0.0644775648895831,1.4433049809482248,0.0380862741933754,0.009516615646361082
4,306.119312638669,233.638860668471,7.521488766015536,7.5190524560173495,0.19142471354915078,2.363648696267348,2.3628830790963256,0.06015574691252105,1.4583565679489512,0.19622820151005804,0.00026269975081305574
5,306.36866408941506,242.9326879406794,9.294164268925497,9.290820928768198,0.24927079117749443,1.7726755029099612,1.772037827802953,0.0475434059831196,1.5368651416575052,0.590973193357387,0.001370233102258922
6,306.63260515373787,252.77029929011945,9.837968063916476,9.834429104119488,0.2638556853433898,0.5438037949909784,0.5436081753512908,0.01458489416589542,1.5368651416575052,1.2288717079189828,0.0
7,306.86457574043555,261.416306997516,8.646321213999206,8.64321091896985,0.2318955494464817,-1.1916468499172694,-1.1912181851496402,-0.03196013589690813,1.5368651416575052,1.7354506449082479,0.0
8,307.03102397628504,267.6201656440968,6.204083600190999,6.201851838276793,0.16639439360046357,-2.4422376138082074,-2.4413590806930556,-0.06550115584602198,1.5368651416575307,1.250590763890938,4.440892098500626e-16
9,307.1348441414217,271.48975083907123,3.8697255071912635,3.8683334714673876,0.10378658165559108,-2.3343580929997354,-2.3335183668094057,-0.06260781194487249,1.5368651416575307,0.10787952080847196,0.0
10,307.19520346869535,273.7394636852146,2.2497944213460768,2.2489851147944697,0.06033980239306598,-1.6199310858451867,-1.6193483566729177,-0.0434467792625251,1.5368651416575307,0.7144270071545487,0.0
11,307.62147530468434,278.54621676735894,4.841980706410993,4.823878823829642,0.41829445880174726,2.5921862850649164,2.582495322914013,0.2239366955322404,4.95590952584691,4.212117370910104,0.05967358177592663
12,311.8415356057514,283.49153966950325,6.894162931187877,4.44737267396948,5.267860934059913,2.0521822247768835,1.3238473241168436,1.568081677119809,49.8273902228778,0.5400040602880329,0.7831550784082693
13,319.75545945196825,284.54735835432166,8.001594561817356,0.567939927662391,7.981413394272466,1.1074316306294794,0.07860366272393328,1.1046385294407621,85.92981804209997,0.9447505941474041,0.6301062334090228
14,330.06154954145956,284.6968437760534,10.139138650721474,0.028185893255294258,10.139099473522068,2.137544088904118,0.005942180257496485,2.137535829524905,89.84072268256897,1.0301124582746386,0.06825816270770924
15,341.68564598380215,282.3302484395896,11.712351290593405,-3.3388382496630085,11.226367707181707,1.5732126398719313,-0.4484754945043654,1.5079349260103618,106.56302402373302,0.5643314490321867,0.2918592169139762
16,352.77115442722743,276.0367442329748,12.593507591030587,-7.269201630671728,10.28373186630148,0.8811563004371816,-0.5086194429720792,0.7195433885673002,125.25512170860718,0.6920563394347496,0.3262386487054638
17,361.3789391801268,266.316512206315,12.828891839064243,-10.417288153247116,7.487360906930187,0.23538424803365565,-0.19113619237441778,0.13737794650881588,144.29354415769063,0.645772052403526,0.33228315612210846
