time,x_pos,y_pos,speed,speed_x,speed_y,acceleration,acceleration_x,acceleration_y,angle,acc_diff,gyroscope_z
1,305.75152815130656,218.36128697934782,0.0,0.0,0.0,0.0,0.0,0.0,0.5903001066239146,0.0,0
2,304.7957533959995,220.97989308167578,2.5979693811086424,2.5533102561645395,-0.4796369887143773,2.5979693811086424,2.5533102561645395,-0.4796369887143773,349.3610242752278,2.5979693811086424,-0.19598783587248583
3,303.9237919196228,226.15980120940574,5.197969381108642,5.127398853561651,-0.8536197534251586,2.5999999999999996,2.5647009518199497,-0.4269766126309978,350.54797126315265,0.00203061889135725,0.020716132985917568
4,303.1196909825982,233.74625606208406,7.556419067580736,7.513921848256491,-0.8002796906029035,2.3584496864720936,2.3451857908762013,-0.249776960291944,353.9205594082925,0.241550313527906,0.05886276744641883
5,302.87013194176063,243.08739773330274,9.316365037231716,9.313020991323896,-0.24959471571731057,1.75994596965098,1.7593142490073301,-0.04715070869565126,358.464805207061,0.5985037168211136,0.07931205120842932
6,303.1344330690744,252.9384293505437,9.839027371865445,9.83548803100926,0.2638840961312938,0.5226623346337291,0.5224743200988526,0.014017877229519676,1.5368651416570345,1.237283635017251,0.053617560677303076
7,303.3661483275518,261.57492046451256,8.625966880310553,8.622863907237129,0.23134964335785324,-1.2130604915548915,-1.2126241237721307,-0.03253445277344058,1.5368651416570345,1.7357228261886206,0.0
8,303.53208250797815,267.7596192373634,6.1771622381479006,6.174940160511723,0.16567235888896262,-2.448804642162653,-2.4479237467254062,-0.06567728446889061,1.5368651416570345,1.2357441506077613,0.0
9,303.63547908033104,271.61341628209954,3.849100894408941,3.8477162778670535,0.10323342664378643,-2.3280613437389595,-2.327223882644668,-0.06243893224524472,1.5368651416576706,0.12074329842369336,1.1102230246251565e-14
10,303.6955614574061,273.85280664044046,2.2366614876604074,2.235856905349012,0.059987575266932824,-1.6124394067485337,-1.6118593725180415,-0.04324585137685446,1.5368651416576833,0.7156219369904258,2.220446049250313e-16
11,303.59442171637755,278.67543210988674,4.828958981304545,4.8280568134755475,-0.0933394288292498,2.592297493644138,2.5918131889708094,-0.05010677629464417,358.89245520148455,4.204736900392671,-0.04615366022848757
12,301.8967082832313,285.53023975589304,7.18641852180188,6.861790118510367,-2.1355204377412544,2.3574595404973344,2.2509672280701833,-0.7005440908579129,342.71285828628294,0.23483795314680345,-0.2823872378157857
13,295.2008562960153,290.8973468680754,8.958807908658702,4.159516220782374,-7.93464957974163,1.7723893868568226,0.8229088601228023,-1.569772323164762,297.66450773639065,0.5850701536405118,-0.7862420396882186
14,285.3112479873364,292.6874175546327,9.94950658181677,1.1192942811531463,-9.886347229072681,0.990698673158068,0.11145109057351411,-0.9844097294354271,276.4593036782205,0.7816907136987545,-0.3701006293723319
15,273.62391799930333,293.7059163552526,11.693375687179959,1.0147903678618366,-11.649259009517568,1.7438691053631885,0.15133881081701425,-1.7372898494438687,274.97858257515395,0.7531704322051205,-0.025843458552274434
16,260.80499088142693,294.72619358931354,12.820508838217624,1.0171876141997298,-12.780092966341632,1.1271331510376648,0.08942748647945391,-1.123579932550445,274.55066778541254,0.6167359543255237,-0.007468521998966082
17,247.4204423601978,295.2473648539118,13.385339381399756,0.520808011654864,-13.375203526311191,0.5648305431821328,0.02197690052785655,-0.5644028334041316,272.2298751216821,0.562302607855532,-0.040505473238226834
18,233.8838288918742,295.26877601756996,13.536613468323583,0.021411136874511388,-13.53659653509763,0.15127408692382716,0.00023927330039172037,-0.15127389769198563,270.09062593771233,0.4135564562583056,-0.03733694178087355
19,220.49628158495236,295.28464440992457,13.387547306921881,0.015542807605690523,-13.387538284397287,-0.14906616140170215,-0.00017306431223496305,0.14906606093870645,270.06651983796826,0.3003402483255293,-0.0004207308103483243
20,207.53744873356368,295.2996894945044,12.958832851388655,0.015045074440132554,-12.958824117795753,-0.4287144555332265,-0.00049773316555797,0.4287141666015327,270.06651983796826,0.27964829413152437,0.0
21,195.37340895988703,295.31787425140175,12.164039773676652,0.018276064028449123,-12.164026044080602,-0.7947930777120025,-0.0011941500889422218,0.7947921806261573,270.0860850300061,0.36607862217877596,0.0003414770198446604
22,184.56356714799426,295.3341156964937,10.80984181189279,0.0162414267601367,-10.809829610784917,-1.3541979617838624,-0.0020346372683124267,1.3541964332956846,270.0860850300061,0.55940488407186,0.0
23,175.84931484439053,295.347208584694,8.714252303603711,0.013092873422312377,-8.714242467795358,-2.0955895082890788,-0.0031485533378243207,2.095587142989559,270.0860850300061,0.7413915465052163,0.0
24,169.72364500282444,295.3564122096974,6.125669841566102,0.009203614615258973,-6.125662927500214,-2.5885824620376088,-0.0038892588070534037,2.5885795402951444,270.0860850300061,0.49299295374853,0.0
25,165.90820409510565,295.3621447888676,3.815440907718787,0.005732572699830619,-3.815436601216721,-2.3102289338473154,-0.0034710419154283544,2.3102263262834932,270.0860850300061,0.27835352819029335,0.0
26,163.69354319427742,295.36547224675684,2.2146609008282296,0.003327454133488553,-2.214658401132395,-1.6007800068905573,-0.0024051185663420656,1.600778200084326,270.0860850300061,0.7094489269567581,0.0
27,162.4346954377352,295.367363625657,1.258847756542225,0.0018913767653425965,-1.2588463356761714,-0.9558131442860047,-0.0014360773681459567,0.9558120654562232,270.0860850300061,0.6449668626045526,0.0
28,161.76569126925506,295.36836878324004,0.6690041684801347,0.001005156448509926,-0.6690034133726901,-0.5898435880620903,-0.0008862203168326707,0.5898429223034815,270.0860850300061,0.36596955622391447,0.0
29,161.76569126925506,295.36836878324004,0.0,0.0,-0.0,-0.6690041684801347,-0.001005156448509926,0.6690034133726901,270.0860850300061,0.07916058041804441,0.0
30,161.0172342870148,295.36949331616034,0.748456982240276,0.0011245316510362397,-0.7484561374541507,0.748456982240276,0.0011245316510362397,-0.7484561374541507,270.0860850300061,1.4174611507204107,0.0
31,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.748456982240276,0.0
32,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
33,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
34,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
35,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
36,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
37,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
38,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
39,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
40,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
41,160.68,295.37,0.0,0.0,-0.0,0.0,0.0,-0.0,270.0860850300061,0.0,0.0
42,160.678497533355,294.3700011287037,0.0,-0.0,-0.0,0.0,-0.0,-0.0,258.5491259971906,0.0,-0.20135792079033088
43,160.68225418380067,293.3699983062175,0.0,-0.0,-0.0,0.0,-0.0,-0.0,247.24838285209444,0.0,-0.1972351758041073
44,158.0398716021248,292.05453936596064,2.5990173972541974,-1.1139490284683369,-2.3481927078509615,2.5990173972541974,-1.1139490284683369,-2.3481927078509615,244.62100641348187,2.5990173972541974,-0.04585636954311134
45,152.97913805891062,290.93923424376146,5.158209978666129,-1.1101275459508608,-5.03733530904306,2.5591925814119314,-0.5507783110359427,-2.4992218630698355,257.57182031010825,0.03982481584226605,0.22603434330916627
46,146.61337592318685,287.21013921821844,7.491364752997179,-4.03859019635888,-6.309543175882262,2.3331547743310503,-1.2578023242602674,-1.9650812996080451,237.3776483027834,0.22603780708088106,-0.3524547912418905
47,143.05728422159274,278.9187532803135,9.24584729427186,-9.008400500173316,-2.0819252189911692,1.7544825412746805,-1.7094248800924938,-0.39506400362273497,193.01311528659363,0.5786722330563698,-0.7743071722422425
48,141.57798615340076,268.7752254405942,10.196764821738991,-10.141105955137608,-1.0639468203469367,0.9509175274671318,-0.9457269603867405,-0.09922026225454147,185.98923501710607,0.8035650138075487,-0.1225898369684244
49,140.50121966246755,257.45466895094177,11.322899112281123,-11.271990834243038,-1.0725049835024378,1.1261342905421312,-1.1210711386935945,-0.10666743796996496,185.43520421952422,0.17521676307499945,-0.009669661575253397
50,139.4238256326543,246.0333314635623,11.433483422702661,-11.382991848546178,-1.0733311479444796,0.11058431042153849,-0.11009595742326451,-0.010381226828362483,185.3866375780849,1.0155499801205927,-0.0008476477997518828
51,138.85313717487537,235.60016119704352,10.441463066303612,-10.425889638899767,-0.5700668403484879,-0.9920203563990491,0.9905407594397518,0.054160792078919454,183.12970243078536,1.1026046668205876,-0.03939094932436004
52,138.7963150048447,227.21220615633945,8.391897834995984,-8.391705287139672,-0.05684757516689695,-2.0495652313076285,2.0495182050688183,0.013883964728495138,180.38813044533256,1.0575448749085794,-0.04784945782658934
53,138.75049592646616,221.4090967201493,5.805926030486994,-5.805736686630614,-0.04688919915968941,-2.58597180450899,2.585887470352581,0.020884549049756458,180.46273107987435,0.5364065732013614,0.0013020266968308825
